Visit on,Tracking Method,Guest ID,First Name,Last Name,Address,Apartment/Suite,City/Town,State/Province,Zip/Postal Code,Total Individuals,0 to 1,2 to 17,18+,--- TOTAL Rx COSTS (number only 0.00),,Test Notes,,,
2/9/2024,Food,405,405,405,771 Qiunce Orchad,,,MD,,1,0,0,1,,,,771 Quince Orchard Blvd,,Gaithersburg
2/10/2024,Food,406,406,406,1025 Southernight Lane,,Gaithersburg,MD,,1,0,0,1,,,,1025 Southern Night Ln,,Gaithersburg
2/11/2024,Food,407,407,407,19608 Galway Bay Circle,,Germantown,MD,,1,0,0,1,,,,19608 Galway Bay Cir,,Germantown
2/12/2024,Food,408,408,408,10100 Blue Tee Ter,,Rockville,MD,,1,0,0,1,,,,,,Rockville
2/13/2024,Food,409,409,409,18231 Lost Knift Circle,,,MD,,1,0,0,1,,,,,,
2/14/2024,Food,410,410,410,901 Clopper Rd,,,MD,,1,0,0,1,,,,,,
2/15/2024,Food,411,411,411,18441 losr knife cir,,Montgomery Village,MD,,1,0,0,1,,,,18441 Lost Knife Cir,,Montgomery Village
2/16/2024,Food,412,412,412,439 North Frederick Ave,,Gaithersburg,MD,,1,0,0,1,,,,439 N Frederick Ave,,Gaithersburg
2/17/2024,Food,413,413,413,594 Mannakee St,,,MD,,1,0,0,1,,,,594 Mannakee St,,Rockville
2/18/2024,Food,414,414,414,11140 Lake Breeze Dr.,,Gaithersburg,MD,,1,0,0,1,,,,11140 Lake Breeze Dr,,Gaithersburg
2/19/2024,Food,415,415,415,74 Nina Ct.,,MONTGOMRY VLG,MD,,1,0,0,1,,,,74 Nina Ct,,Gaithersburg
2/20/2024,Food,416,416,416,20515 Strath Haven  Dr,,Montgomery Village,MD,,1,0,0,1,,,,20515 Strath Haven Dr,,Montgomery Village
2/21/2024,Food,417,417,417,810 Balakely Ct,,,MD,,1,0,0,1,,,,810 Blakely Ct,,Frederick
2/22/2024,Food,418,418,418,13319 Woodruff Court,,Darnestown,MD,,1,0,0,1,,,,13319 Woodruff Ct,,Germantown
2/23/2024,Food,419,419,419,1203 Fidler LN,,,MD,,1,0,0,1,,,,1203 Fidler Ln,,Silver Spring
2/24/2024,Food,420,420,420,975 Clopper Rd.,,North Potomac,MD,,1,0,0,1,,,,975 Clopper Rd,,Gaithersburg
2/25/2024,Food,421,421,421,9511 tree ford terr,,gaithersburg,MD,,1,0,0,1,,,,9511 Treyford Ter,,Montgomery Village
2/26/2024,Food,422,422,422,200 Old Town Ave,,,MD,,1,0,0,1,,,,200 Olde Towne Ave,,Gaithersburg
2/27/2024,Food,423,423,423,19628 Flower Circle,,Gaithersburg,MD,,1,0,0,1,,,,19628 Twin Flower Cir,,Germantown
2/28/2024,Food,424,424,424,378 N summit at 3,,gaithersburg,MD,,1,0,0,1,,,,378 N Summit Ave,,Gaithersburg
2/29/2024,Food,425,425,425,378 N Summit Ave ,,Gaithersburg,MD,,1,0,0,1,,,,378 N Summit Ave,,Gaithersburg
3/1/2024,Food,426,426,426,8709 waxwing ter,,Montgomery Village,MD,,1,0,0,1,,,,8709 Waxwing Ter,,Gaithersburg
3/2/2024,Food,427,427,427,19272 circle gatedr,,Germantown,MD,,1,0,0,1,,,,19272 Circle Gate Dr,,Germantown
3/3/2024,Food,428,428,428,1915 frederick ave,,,MD,,1,0,0,1,,,,19515 Frederick Rd,,Germantown
3/4/2024,Food,429,429,429,8233 hedge apple way,,Montgomery Village,MD,,1,0,0,1,,,,8233 Hedge Apple Way,,Gaithersburg
3/5/2024,Food,430,430,430,13104 brewers tabern ter,,Clarksburg,MD,,1,0,0,1,,,,13104 Brewers Tavern Ter,,Clarksburg
3/6/2024,Food,431,431,431,11812 Silent Valley Lane,,Gaithersburg,MD,,1,0,0,1,,,,11812 Silent Valley Ln,,North Potomac
3/7/2024,Food,432,432,432,106 rolling rd,,MONTGOMRY VLG,MD,,1,0,0,1,,,,106 Rolling Rd,,Gaithersburg
3/8/2024,Food,433,433,433,18625 mustard seed ct,,Darnestown,MD,,1,0,0,1,,,,18625 Mustard Seed Ct,,Germantown
3/9/2024,Food,434,434,434,431 christopher ave,,Montgomery Village,MD,,1,0,0,1,,,,431 Christopher Ave,,Gaithersburg
3/10/2024,Food,435,435,435,813 quince orchard Blvd,,North Potomac,MD,,1,0,0,1,,,,813 Quince Orchard Blvd,,Gaithersburg
3/11/2024,Food,436,436,436,15955 Frederick Rd,,Rockville,MD,,1,0,0,1,,,,15955 Frederick Rd,,Derwood
3/12/2024,Food,437,437,437,7956 Spiceberry,,,MD,,1,0,0,1,,,,7956 Spiceberry Cir,,Gaithersburg
3/13/2024,Food,438,438,438,18341 Lost Knife Circle,,,MD,,1,0,0,1,,,,18341 Lost Knife Cir,,Montgomery Village
3/14/2024,Food,439,439,439,1317 clasburg dr,,Gaithersburg,MD,,1,0,0,1,,,,1317 Carlsbad Dr,,Gaithersburg
3/15/2024,Food,440,440,440,7832 Mineral Springs Drive,,Gaithersburg,MD,,1,0,0,1,,,,7832 Mineral Springs Dr,,Gaithersburg
3/16/2024,Food,441,441,441,18912 Smoothstone Way ,,Montgomery Village,MD,,1,0,0,1,,,,18912 Smoothstone Way,,Montgomery Village
3/17/2024,Food,442,442,442,789 Quince Orchard,,Gaithersburg,MD,,1,0,0,1,,,,789 Quince Orchard Blvd,,Gaithersburg
3/18/2024,Food,443,443,443,712 Clopper Rd,,,MD,,1,0,0,1,,,,712 Clopper Rd,,Gaithersburg
3/19/2024,Food,444,444,444,781 Quince Orchard Rd,,Gaithersburg,MD,,1,0,0,1,,,,781 Quince Orchard Blvd,,Gaithersburg
3/20/2024,Food,445,445,445,19325 Frederick Rd,,Gaithersburg,MD,,1,0,0,1,,,,19325 Frederick Rd,,Germantown
3/21/2024,Food,446,446,446,17702 Top Free Drive,,,MD,,1,0,0,1,,,,17702 Topfield Dr,,Gaithersburg
3/22/2024,Food,447,447,447,511 S Frederick Ave,,,MD,,1,0,0,1,,,,511 S Frederick Ave,,Gaithersburg
3/23/2024,Food,448,448,448,781 Quince Orchard Blvd,,Gaithersburg,MD,,1,0,0,1,,,,13 School Dr,,Gaithersburg
3/24/2024,Food,449,449,449,18745 Walker Choice,,,MD,,1,0,0,1,,,,18745 Walkers Choice Rd,,Montgomery Village
3/25/2024,Food,450,450,450,102 SummyBrook,,Gaithersburg,MD,,1,0,0,1,,,,,,Gaithersburg
3/26/2024,Food,451,451,451,170126 DOWNING ST,,MONTGOMRY VLG,MD,,1,0,0,1,,,,17016 Downing St,,Gaithersburg
3/27/2024,Food,452,452,452,404 N SUMMIT AVE,,MONTGOMRY VLG,MD,,1,0,0,1,,,,404 N Summit Ave,,Gaithersburg
3/28/2024,Food,453,453,453,402 Girard St,,Montgomery Village,MD,,1,0,0,1,,,,,,Montgomery Village
3/29/2024,Food,454,454,454,444 Girard St,,Montgomery Village,MD,,1,0,0,1,,,,,,Montgomery Village
3/30/2024,Food,455,455,455,364 North Summit ave,,,MD,,1,0,0,1,,,,364 N Summit Ave,,Gaithersburg
3/31/2024,Food,456,456,456,883 Clopper Rd ,,Gaithersburg,MD,,1,0,0,1,,,,883 Clopper Rd Apt T1,,Gaithersburg
4/1/2024,Food,457,457,457,1 n summit,,MONTGOMRY VLG,MD,,1,0,0,1,,,,1 N Summit Dr,,Gaithersburg
4/2/2024,Food,458,458,458,4 Linda Court,,,MD,,1,0,0,1,,,,4 Linda Ct,,Gaithersburg
4/3/2024,Food,459,459,459,18804 Walkers Choice,,Montgomery Village,MD,,1,0,0,1,,,,18804 Walkers Choice Rd,,Montgomery Village
4/4/2024,Food,460,460,460,18421 Lost Knife circle,,Gaithersburg,MD,,1,0,0,1,,,,18421 Lost Knife Cir,,Montgomery Village
4/5/2024,Food,461,461,461,17016 Downing St,,,MD,,1,0,0,1,,,,17016 Downing St,,Gaithersburg
4/6/2024,Food,462,462,462,16141 Riffleford Rd,,Darnestown,MD,,1,0,0,1,,,,16141 Riffle Ford Rd,,Gaithersburg
4/7/2024,Food,463,463,463,8215 SHADY  SPRING DR,,MONTGOMRY VLG,MD,,1,0,0,1,,,,8215 Shady Spring Dr,,Gaithersburg
4/8/2024,Food,464,464,464,10145 ridgeline dr,,Maryland,MD,,1,0,0,1,,,,,,Germantown
4/9/2024,Food,465,465,465,19515 FREDERICK GERMANTOW,,,MD,,1,0,0,1,,,,19515 Frederick Rd,,Germantown
4/10/2024,Food,466,466,466,17736 LARSH MONT TERRI,,MONTGOMRY VLG,MD,,1,0,0,1,,,,17736 Larchmont Ter,,Gaithersburg
4/11/2024,Food,467,467,467,12202 edgemont silver,,md,MD,,1,0,0,1,,,,12202 Edgemont St,,Silver Spring
4/12/2024,Food,468,468,468,795  QUINCE ORCHARD,,,MD,,1,0,0,1,,,,795 Quince Orchard Blvd,,Gaithersburg
4/13/2024,Food,469,469,469,795 quince orchard,,Gaithersburg,MD,,1,0,0,1,,,,795 Quince Orchard Blvd,,Gaithersburg
4/14/2024,Food,470,470,470,17720 Towne Crest Drive,,Gaithersburg,MD,,1,0,0,1,,,,17720 Towne Crest Dr,,Gaithersburg
4/15/2024,Food,471,471,471,821 quince orchard blvd,,North Potomac,MD,,1,0,0,1,,,,821 Quince Orchard Blvd,,Gaithersburg
4/16/2024,Food,472,472,472,11422 Flowerton Place,,Germantown,MD,,1,0,0,1,,,,11422 Flowerton Pl,,Germantown
4/17/2024,Food,473,473,473,7449 Brenish Drive,,Gaithersburg,MD,,1,0,0,1,,,,7449 Brenish Dr,,Gaithersburg
4/18/2024,Food,474,474,474,10112 Bluetee Terrace,,,MD,,1,0,0,1,,,,10112 Blue Tee Ter,,Montgomery Village
4/19/2024,Food,475,475,475,19424 Saint Johnsburry,,,MD,,1,0,0,1,,,,19424 Saint Johnsbury Ln,,Germantown
4/20/2024,Food,476,476,476,20673 shadyside way,,Darnestown,MD,,1,0,0,1,,,,20673 Shadyside Way,,Germantown
4/21/2024,Food,477,477,477,802 West Side Drive,,North Potomac,MD,,1,0,0,1,,,,802 W Side Dr,,Gaithersburg
4/22/2024,Food,478,478,478,1150 West Side Dr,,North Potomac,MD,,1,0,0,1,,,,1150 W Side Dr,,Gaithersburg
4/23/2024,Food,479,479,479,18231 Lost Knift Circle,,Gaithersburg,MD,,1,0,0,1,,,,,,Gaithersburg
4/24/2024,Food,480,480,480,398 North Summit Ave,,,MD,,1,0,0,1,,,,398 N Summit Ave,,Germantown
4/25/2024,Food,481,481,481,454 girard sr,,MONTGOMRY VLG,MD,,1,0,0,1,,,,454 Girard St,,Gaithersburg
4/26/2024,Food,482,482,482,362 North Summit Ave,,,MD,,1,0,0,1,,,,362 N Summit Ave,,Gaithersburg
4/27/2024,Food,483,483,483,9283 Chadburn Pl,,,MD,,1,0,0,1,,,,9283 Chadburn Pl,,Montgomery Village
4/28/2024,Food,484,484,484,8244 amity cir,,,MD,,1,0,0,1,,,,8244 Amity Cir,,Gaithersburg
4/29/2024,Food,485,485,485,7900 Spiceberry,,Gaithersburg,MD,,1,0,0,1,,,,7900 Spiceberry Cir,,Gaithersburg
4/30/2024,Food,486,486,486,17642 shaddy spring ter,,MONTGOMRY VLG,MD,,1,0,0,1,,,,17642 Shady Spring Ter,,Gaithersburg
5/1/2024,Food,487,487,487,423 Muddy Branch,,Gaithersburg,MD,,1,0,0,1,,,,423 Muddy Branch Rd,,Gaithersburg
5/2/2024,Food,488,488,488,10244 millstream dr,,Montgomery Village,MD,,1,0,0,1,,,,10244 Millstream Dr,,Gaithersburg
5/3/2024,Food,489,489,489,19608 Gallway Bay Circle,,Germantown,MD,,1,0,0,1,,,,19608 Galway Bay Cir,,Germantown
5/4/2024,Food,490,490,490,9437 hicory view pl,,Montgomery Village,MD,,1,0,0,1,,,,9437 Hickory View Pl,,Montgomery Village
5/5/2024,Food,491,491,491,11426 Brundige Terrace,,Germantown,MD,,1,0,0,1,,,,11426 Brundidge Ter,,Germantown
5/6/2024,Food,492,492,492,9437 hickory view,,Montgomery Village,MD,,1,0,0,1,,,,9437 Hickory View Pl,,Montgomery Village
5/7/2024,Food,493,493,493,8201 Amity circle,,gaithersburg,MD,,1,0,0,1,,,,8201 Amity Cir,,Gaithersburg
5/8/2024,Food,494,494,494,8203 amity cir,,MONTGOMRY VLG,MD,,1,0,0,1,,,,8203 Amity Cir,,Gaithersburg
5/9/2024,Food,495,495,495,36 starboard ct,,,MD,,1,0,0,1,,,,36 Starboard Ct,,Gaithersburg
5/10/2024,Food,496,496,496,8206 mountain ash way,,Montgomery Village,MD,,1,0,0,1,,,,8206 Mountain Ash Way,,Gaithersburg
5/11/2024,Food,497,497,497,18045 royal bonnet cir,,Burtonsville,MD,,1,0,0,1,,,,18045 Royal Bonnet Cir,,Montgomery Village
5/12/2024,Food,498,498,498,605 n stonestreet ave,,Potomac,MD,,1,0,0,1,,,,605 N Stonestreet Ave,,Rockville
5/13/2024,Food,499,499,499,12650 grey eagle ct,,Darnestown,MD,,1,0,0,1,,,,12650 Grey Eagle Ct,,Germantown
5/14/2024,Food,500,500,500,569 summit hall rd,,Gaithersbug,MD,,1,0,0,1,,,,569 Summit Hall Rd,,Gaithersburg
5/15/2024,Food,501,501,501,1317 clasbad dr,,Montgomery Village,MD,,1,0,0,1,,,,1317 Carlsbad Dr,,Gaithersburg
5/16/2024,Food,502,502,502,9631 Breeze Way,,Montgomery Village,MD,,1,0,0,1,,,,9631 Brassie Way,,Montgomery Village
5/17/2024,Food,503,503,503,714 Clopper rd,,,MD,,1,0,0,1,,,,714 Clopper Rd,,Gaithersburg
5/18/2024,Food,504,504,504,9804 Walker House Road,,,MD,,1,0,0,1,,,,9804 Walker House Rd,,Montgomery Village
5/19/2024,Food,505,505,505,12 brookes ave,,MONTGOMRY VLG,MD,,1,0,0,1,,,,12 Brookes Ave,,Gaithersburg
5/20/2024,Food,506,506,506,16 North Summit Dr,,Gaithersburg,MD,,1,0,0,1,,,,16 N Summit Dr,,Gaithersburg
5/21/2024,Food,507,507,507,18822 Bent Willow Circle,,Darnestown,MD,,1,0,0,1,,,,18822 Bent Willow Cir,,Germantown
5/22/2024,Food,508,508,508,18922 Bent Willow Circle,,MONTGOMRY VLG,MD,,1,0,0,1,,,,18922 Bent Willow Cir,,Gaithersburg
5/23/2024,Food,509,509,509,1700 mount pisgah lane,,Silver Spring,MD,,1,0,0,1,,,,1700 Mount Pisgah Ln,,Silver Spring
5/24/2024,Food,510,510,510,204 Whitcliff Ct,,North Potomac,MD,,1,0,0,1,,,,204 Whitcliff Ct,,Gaithersburg
5/25/2024,Food,511,511,511,2114 Parkside,,,MD,,1,0,0,1,,,,2114 Parkside Dr,,Bowie
5/26/2024,Food,512,512,512,818847 poppy seed ln,,Germantown,MD,,1,0,0,1,,,,18847 Poppy Seed Ln,,Germantown
5/27/2024,Food,513,513,513,22 north summit dr,,Gaithersburg,MD,,1,0,0,1,,,,22 N Summit Dr,,Gaithersburg
5/28/2024,Food,514,514,514,18243 lost knife cir,,,MD,,1,0,0,1,,,,18243 Lost Knife Cir,,Montgomery Village
5/29/2024,Food,515,515,515,18889 warning station rd,,Darnestown,MD,,1,0,0,1,,,,18889 Waring Station Rd,,Germantown
5/30/2024,Food,516,516,516,18449 Lost Knife Circle,,,MD,,1,0,0,1,,,,18449 Lost Knife Cir,,Montgomery Village
5/31/2024,Food,517,517,517,13207  TwinBrook,,rockville,MD,,1,0,0,1,,,,13207 Twinbrook Pkwy,,Rockville
6/1/2024,Food,518,518,518,19515 freferick rd,,Germantown,MD,,1,0,0,1,,,,19515 Frederick Rd,,Germantown
6/2/2024,Food,519,519,519,19515 n frederick ave,,,MD,,1,0,0,1,,,,19515 Frederick Rd,,Germantown
6/3/2024,Food,520,520,520,22005 broadway ave,,,MD,,1,0,0,1,,,,22005 Broadway Ave,,Clarksburg
6/4/2024,Food,521,521,521,1013 neal dr,,Potomac,MD,,1,0,0,1,,,,1013 Neal Dr,,Rockville
6/5/2024,Food,522,522,522,8409 Mountain Laurel,,,MD,,1,0,0,1,,,,8409 Mountain Laurel Ln,,Gaithersburg
6/6/2024,Food,523,523,523,362 North Summit,,Gaithersburg,MD,,1,0,0,1,,,,362 N Summit Ave,,Gaithersburg
6/7/2024,Food,524,524,524,1 wet stone dr,,,MD,,1,0,0,1,,,,1 Whetstone Dr,,Gaithersburg
6/8/2024,Food,525,525,525,800 quince orchard blvd,,,MD,,1,0,0,1,,,,800 Quince Orchard Blvd,,Gaithersburg
6/9/2024,Food,526,526,526,8 guy ct,,Potomac,MD,,1,0,0,1,,,,8 Guy Ct,,Rockville
6/10/2024,Food,527,527,527,1013 grand ave,,Rockville,MD,,1,0,0,1,,,,1013 Grandin Ave,,Rockville
6/11/2024,Food,528,528,528,2920 bel pree rd,,Silver Spring,MD,,1,0,0,1,,,,2920 Bel Pre Rd,,Silver Spring
6/12/2024,Food,529,529,529,18753 Blue Violet Lane,,,MD,,1,0,0,1,,,,18753 Blue Violet Ln,,Gaithersburg
6/13/2024,Food,530,530,530,9057 centerway rd,,,MD,,1,0,0,1,,,,9057 Centerway Rd,,Gaithersburg
6/14/2024,Food,531,531,531,64 Deer Park #103,,Gaithersburg,MD,,1,0,0,1,,,,64 Deer Park Ct,,Gaithersburg
6/15/2024,Food,532,532,532,214 west deer park rd,,MONTGOMRY VLG,MD,,1,0,0,1,,,,214 W Deer Park Rd,,Gaithersburg
6/16/2024,Food,533,533,533,410 w Eder park rd,,MONTGOMRY VLG,MD,,1,0,0,1,,,,410 W Deer Park Rd,,Gaithersburg
6/17/2024,Food,534,534,534,18311 ivy oak terr,,,MD,,1,0,0,1,,,,18311 Ivy Oak Ter,,Gaithersburg
6/18/2024,Food,535,535,535,499 quince orchard rd,,,MD,,1,0,0,1,,,,499 Quince Orchard Rd,,Gaithersburg
6/19/2024,Food,536,536,536,19515 fredeick rd,,,MD,,1,0,0,1,,,,19515 Frederick Rd,,Germantown
6/20/2024,Food,537,537,537,19359 circle gate dr,,Darnestown,MD,,1,0,0,1,,,,19359 Circle Gate Dr,,Germantown
6/21/2024,Food,538,538,538,11413 flowerton pl,,,MD,,1,0,0,1,,,,11413 Flowerton Pl,,Germantown
6/22/2024,Food,539,539,539,20000 Frederick Rd,,,MD,,1,0,0,1,,,,20000 Frederick Rd,,Germantown
6/23/2024,Food,540,540,540,19 School Dr,,North Potomac,MD,,1,0,0,1,,,,19 School Dr,,Gaithersburg
6/24/2024,Food,541,541,541,52 Orchard Drive,,Gaithersburg,MD,,1,0,0,1,,,,52 Orchard Dr,,Gaithersburg
6/25/2024,Food,542,542,542,13 school dr ,,Gaithersburg,MD,,1,0,0,1,,,,13 School Dr,,Gaithersburg
6/26/2024,Food,543,543,543,17604 Sequola drive,,MONTGOMRY VLG,MD,,1,0,0,1,,,,17604 Sequoia Dr,,Gaithersburg
6/27/2024,Food,544,544,544,106 DUVAL LN,,,MD,,1,0,0,1,,,,106 Duvall Ln,,Gaithersburg
6/28/2024,Food,545,545,545,8327 Fairhaven Dr,,MONTGOMRY VLG,MD,,1,0,0,1,,,,8327 Fairhaven Dr,,Gaithersburg
6/29/2024,Food,546,546,546,8040 bring rd,,,MD,,1,0,0,1,,,,8040 Brink Rd,,Gaithersburg
6/30/2024,Food,547,547,547,18415 Lost Kineie Circle,,Montgomery Village,MD,,1,0,0,1,,,,18415 Lost Knife Cir,,Montgomery Village
7/1/2024,Food,548,548,548,48 Michael Ct,,,MD,,1,0,0,1,,,,48 Michael Ct,,Gaithersburg
7/2/2024,Food,549,549,549,10 Harkness Ct,,,MD,,1,0,0,1,,,,10 Harkness Ct,,Gaithersburg
7/3/2024,Food,550,550,550,767 Quince Orchad Blvd,,Gaithersburg,MD,,1,0,0,1,,,,767 Quince Orchard Blvd,,Gaithersburg
7/4/2024,Food,551,551,551,14004 Cove Ln ,,,MD,,1,0,0,1,,,,14004 Cove Ln,,Rockville
7/5/2024,Food,552,552,552,627 Mains St,,Gaithersburg,MD,,1,0,0,1,,,,627 Main St,,Gaithersburg
7/6/2024,Food,553,553,553,374 North Summit Ave,,,MD,,1,0,0,1,,,,374 N Summit Ave,,Gaithersburg
7/7/2024,Food,554,554,554,9626 Horizon Run Rd,,,MD,,1,0,0,1,,,,9626 Horizon Run Rd,,Montgomery Village
7/8/2024,Food,555,555,555,17738 topfield dr,,MONTGOMRY VLG,MD,,1,0,0,1,,,,17738 Topfield Dr,,Gaithersburg
7/9/2024,Food,556,556,556,8842 Wellbick Way,,Montgomery Village,MD,,1,0,0,1,,,,8842 Welbeck Way,,Montgomery Village
7/10/2024,Food,557,557,557,19272 Esmod Terrace,,,MD,,1,0,0,1,,,,19272 Esmond Ter,,Germantown
7/11/2024,Food,558,558,558,12521 Cristal Rock Terrace,,,MD,,1,0,0,1,,,,12521 Crystal Rock Ter,,Germantown
7/12/2024,Food,559,559,559,19007 Stedwick,,,MD,,1,0,0,1,,,,19007 Stedwick Dr,,Montgomery Village
7/13/2024,Food,560,560,560,404 N Summit Ave,,,MD,,1,0,0,1,,,,19304 circle Gate Drive,,
7/14/2024,Food,561,561,561,63 U st  Northwest,,,MD,,1,0,0,1,,,,63 U St NW,,Washington
7/15/2024,Food,562,562,562,6103 Landover,,,MD,,1,0,0,1,,,,6103 Landover Rd,,Cheverly
7/16/2024,Food,563,563,563,9437 hicory veew pl,,Montgomery Village,MD,,1,0,0,1,,,,9437 Hickory View Pl,,Montgomery Village
7/17/2024,Food,564,564,564,4706 Listra Rd,,,MD,,1,0,0,1,,,,4706 Listra Rd,,Rockville
7/18/2024,Food,565,565,565,1N North SummIt Drive,,,MD,,1,0,0,1,,,,1 N SummIt Dr,,Gaithersburg
7/19/2024,Food,566,566,566,1 N North Summit Drive,,,MD,,1,0,0,1,,,,1 N Summit Dr,,Gaithersburg
7/20/2024,Food,567,567,567,20109 Torrey Pond,,,MD,,1,0,0,1,,,,20109 Torrey Pond Pl,,Montgomery Village
7/21/2024,Food,568,568,568,1013 Neal Drive,,,MD,,1,0,0,1,,,,1013 Neal Dr,,Rockville
7/22/2024,Food,569,569,569,101 Water St,,,MD,,1,0,0,1,,,,101 Water St,,Gaithersburg
7/23/2024,Food,570,570,570,204 Water St,,,MD,,1,0,0,1,,,,204 Water St,,Gaithersburg
7/24/2024,Food,571,571,571,11 Goodport Lane,,,MD,,1,0,0,1,,,,11 Goodport Ln,,Gaithersburg
7/25/2024,Food,572,572,572,18500 Sweet Autumn dr,,,MD,,1,0,0,1,,,,18500 Sweet Autumn Dr,,Gaithersburg
7/26/2024,Food,573,573,573,17205 King James Way,,,MD,,1,0,0,1,,,,17205 King James Way,,Gaithersburg
7/27/2024,Food,574,574,574,18101 Royal Bonnet Circle,,Montgomery Village,MD,,1,0,0,1,,,,18101 Royal Bonnet Cir,,Montgomery Village
7/28/2024,Food,575,575,575,18624 Cickadee Ln,,Gaithersburg,MD,,1,0,0,1,,,,18624 Chickadee Ln,,Gaithersburg
7/29/2024,Food,576,576,576,14009 rockingham rd,,Darnestown,MD,,1,0,0,1,,,,14009 Rockingham Rd,,Germantown
7/30/2024,Food,577,577,577,927 clopper rd,,North Potomac,MD,,1,0,0,1,,,,927 Clopper Rd,,Gaithersburg
7/31/2024,Food,578,578,578,7901 Spiceberry Circle,,Gaithersburg,MD,,1,0,0,1,,,,7901 Spiceberry Cir,,Gaithersburg
8/1/2024,Food,579,579,579,957 clopper rd,,,MD,,1,0,0,1,,,,957 Clopper Rd,,Gaithersburg
8/2/2024,Food,580,580,580,17016bdowning st,,Gaithersburg,MD,,1,0,0,1,,,,17016 Downing St,,Gaithersburg
8/3/2024,Food,581,581,581,119 pontian way,,,MD,,1,0,0,1,,,,119 Pontiac Way,,Gaithersburg
8/4/2024,Food,582,582,582,4 linda Court,,Gaithersburg,MD,,1,0,0,1,,,,4 Linda Ct,,Gaithersburg
8/5/2024,Food,583,583,583,2123 Hermitage ave,,WheatonSilver,MD,,1,0,0,1,,,,2123 Hermitage Ave,,Silver Spring
8/6/2024,Food,584,584,584,1518 dunwoody ave,,Forest Heights,MD,,1,0,0,1,,,,1518 Dunwoody Ave,,Oxon Hill
8/7/2024,Food,585,585,585,17405 onax dr,,Darnestown,MD,,1,0,0,1,,,,17405 Onax Dr,,Germantown
8/8/2024,Food,586,586,586,24217 club view dr,,Laytonsville,MD,,1,0,0,1,,,,24217 Club View Dr,,Gaithersburg
8/9/2024,Food,587,587,587,202 Community Center Avenue,,North Potomac,MD,,1,0,0,1,,,,202 Community Center Ave,,Gaithersburg
8/10/2024,Food,588,588,588,870 Quince orchard bl,,Gaithersburg,MD,,1,0,0,1,,,,870 Quince Orchard Blvd,,Gaithersburg
8/11/2024,Food,589,589,589,410 W deer park rd,,Gaithersburgga,MD,,1,0,0,1,,,,410 W Deer Park Rd,,Gaithersburg
8/12/2024,Food,590,590,590,95  Dawson Ave,,Rockville,MD,,1,0,0,1,,,,95 Dawson Ave,,Rockville
8/13/2024,Food,591,591,591,511 S frederick av,,MONTGOMRY VLG,MD,,1,0,0,1,,,,511 S Frederick Ave,,Gaithersburg
8/14/2024,Food,592,592,592,15 Braire Court,,,MD,,1,0,0,1,,,,15 Brassie Ct,,Montgomery Village
8/15/2024,Food,593,593,593,18207blost knife cir,,Montgomery Village,MD,,1,0,0,1,,,,18207 Lost Knife Cir,,Montgomery Village
8/16/2024,Food,594,594,594,4 Big Acres Blvd,,Gaithersburg,MD,,1,0,0,1,,,,4 Big Acre Sq,,Gaithersburg
8/17/2024,Food,595,595,595,18036 cottage garden dr,,Darnestown,MD,,1,0,0,1,,,,18036 Cottage Garden Dr,,Germantown
8/18/2024,Food,596,596,596,19912 sweetgum cir,,Darnestown,MD,,1,0,0,1,,,,19912 Sweetgum Cir,,Germantown
8/19/2024,Food,597,597,597,913 Lincoln St,,,MD,,1,0,0,1,,,,913 Lincoln St,,Rockville
8/20/2024,Food,598,598,598,17 North Summit Rd,,,MD,,1,0,0,1,,,,17 N Summit Rd,,Gaithersburg
8/21/2024,Food,599,599,599,449 christopher ave,,,MD,,1,0,0,1,,,,449 Christopher Ave,,Gaithersburg
8/22/2024,Food,600,600,600,813 Quince Orchad,,Gaithersburg,MD,,1,0,0,1,,,,813 Quince Orchard Blvd,,Gaithersburg
8/23/2024,Food,601,601,601,1339 Open Hare Way,,,MD,,1,0,0,1,,,,1339 Open Hearth Way,,Germantown
8/24/2024,Food,602,602,602,438 guirard st,,Gaithersburg,MD,,1,0,0,1,,,,438 Girard St,,Gaithersburg
8/25/2024,Food,603,603,603,18319 Lost Knife Circle,,,MD,,1,0,0,1,,,,18319 Lost Knife Cir,,Montgomery Village
8/26/2024,Food,604,604,604,20621 neerwiner sr,,Darnestown,MD,,1,0,0,1,,,,20621 Neerwinder St,,Germantown
8/27/2024,Food,605,605,605,18643 chickdale st,,Gaithersburg,MD,,1,0,0,1,,,,18643 Chickadee Ln,,Gaithersburg
8/28/2024,Food,606,606,606,13008 Cottage Field,,,MD,,1,0,0,1,,,,13008 Cottage Field Ln,,Germantown
8/29/2024,Food,607,607,607,19272 esmon ter,,Darnestown,MD,,1,0,0,1,,,,19272 Esmond Ter,,Germantown
8/30/2024,Food,608,608,608,11603 connecticut ave,,Wheaton,MD,,1,0,0,1,,,,11603 Connecticut Ave,,Silver Spring
8/31/2024,Food,609,609,609,941 Clopper Rd.,,Gaithersburg,MD,,1,0,0,1,,,,941 Clopper Rd,,Gaithersburg
9/1/2024,Food,610,610,610,18315 Lost knife Circle,,,MD,,1,0,0,1,,,,18315 Lost Knife Cir,,Montgomery Village
9/2/2024,Food,611,611,611,1227 smokehuose ct,,Darnestown,MD,,1,0,0,1,,,,1227 Smokehouse Ct,,Germantown
